"Reporting Area","Current MMWR Year","MMWR WEEK","Label","Current week","Current week, flag","Previous 52 week Max","Previous 52 weeks Max, flag","Cumulative YTD Current MMWR Year","Cumulative YTD Current MMWR Year, flag","Cumulative YTD Previous MMWR Year","Cumulative YTD Previous MMWR Year, flag","LOCATION1","LOCATION2","sort_order","geocode"
"US RESIDENTS","2022","1","Cyclosporiasis","2","-","204","-","2","-","4","-",,"US RESIDENTS","20220101541",
"NEW ENGLAND","2022","1","Cyclosporiasis",,"-","13","-",,"-",,"-",,"NEW ENGLAND","20220101542",
"CONNECTICUT","2022","1","Cyclosporiasis",,"-","7","-",,"-",,"-","CONNECTICUT",,"20220101543","POINT (-72.738288 41.575155)"
"MAINE","2022","1","Cyclosporiasis",,"-","2","-",,"-",,"-","MAINE",,"20220101544","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","1","Cyclosporiasis",,"-","6","-",,"-",,"-","MASSACHUSETTS",,"20220101545","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","1","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW HAMPSHIRE",,"20220101546","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","1","Cyclosporiasis",,"-","1","-",,"-",,"-","RHODE ISLAND",,"20220101547","POINT (-71.534637 41.572574)"
"VERMONT","2022","1","Cyclosporiasis",,"-","2","-",,"-",,"-","VERMONT",,"20220101548","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","1","Cyclosporiasis",,"-","49","-",,"-",,"-",,"MIDDLE ATLANTIC","20220101549",
"NEW JERSEY","2022","1","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW JERSEY",,"20220101550","POINT (-74.655514 40.110253)"
"NEW YORK","2022","1","Cyclosporiasis",,"-","28","-",,"-",,"-","NEW YORK",,"20220101551","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","1","Cyclosporiasis",,"-","12","-",,"-",,"-","NEW YORK CITY",,"20220101552",
"PENNSYLVANIA","2022","1","Cyclosporiasis",,"N",,"NC",,"N",,"N","PENNSYLVANIA",,"20220101553","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","1","Cyclosporiasis",,"-","52","-",,"-","3","-",,"EAST NORTH CENTRAL","20220101554",
"ILLINOIS","2022","1","Cyclosporiasis",,"-","21","-",,"-",,"-","ILLINOIS",,"20220101555","POINT (-89.148632 40.124144)"
"INDIANA","2022","1","Cyclosporiasis",,"-","2","-",,"-",,"-","INDIANA",,"20220101556","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","1","Cyclosporiasis",,"-","10","-",,"-",,"-","MICHIGAN",,"20220101557","POINT (-85.730977 44.874798)"
"OHIO","2022","1","Cyclosporiasis",,"-","15","-",,"-","3","-","OHIO",,"20220101558","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","1","Cyclosporiasis",,"-","23","-",,"-",,"-","WISCONSIN",,"20220101559","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","1","Cyclosporiasis",,"-","28","-",,"-",,"-",,"WEST NORTH CENTRAL","20220101560",
"IOWA","2022","1","Cyclosporiasis",,"-","16","-",,"-",,"-","IOWA",,"20220101561","POINT (-93.500061 42.074659)"
"KANSAS","2022","1","Cyclosporiasis",,"-","2","-",,"-",,"-","KANSAS",,"20220101562","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-","MINNESOTA",,"20220101563","POINT (-94.198308 46.349153)"
"MISSOURI","2022","1","Cyclosporiasis",,"-","11","-",,"-",,"-","MISSOURI",,"20220101564","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","1","Cyclosporiasis",,"-","8","-",,"-",,"-","NEBRASKA",,"20220101565","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","1","Cyclosporiasis",,"-","2","-",,"-",,"-","NORTH DAKOTA",,"20220101566","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","1","Cyclosporiasis",,"-","4","-",,"-",,"-","SOUTH DAKOTA",,"20220101567","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","1","Cyclosporiasis",,"-","52","-",,"-",,"-",,"SOUTH ATLANTIC","20220101568",
"DELAWARE","2022","1","Cyclosporiasis",,"-","2","-",,"-",,"-","DELAWARE",,"20220101569","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220101570","POINT (-77.016275 38.904785)"
"FLORIDA","2022","1","Cyclosporiasis",,"-","41","-",,"-",,"-","FLORIDA",,"20220101571","POINT (-82.420978 28.260731)"
"GEORGIA","2022","1","Cyclosporiasis",,"-","12","-",,"-",,"-","GEORGIA",,"20220101572","POINT (-83.426574 32.638481)"
"MARYLAND","2022","1","Cyclosporiasis",,"-","6","-",,"-",,"-","MARYLAND",,"20220101573","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","1","Cyclosporiasis",,"-","8","-",,"-",,"-","NORTH CAROLINA",,"20220101574","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","1","Cyclosporiasis",,"-","8","-",,"-",,"-","SOUTH CAROLINA",,"20220101575","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","1","Cyclosporiasis",,"-","4","-",,"-",,"-","VIRGINIA",,"20220101576","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220101577","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","1","Cyclosporiasis",,"-","8","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220101578",
"ALABAMA","2022","1","Cyclosporiasis",,"-","3","-",,"-",,"-","ALABAMA",,"20220101579","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","1","Cyclosporiasis",,"N",,"NC",,"N",,"N","KENTUCKY",,"20220101580","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","1","Cyclosporiasis",,"N",,"NC",,"N",,"N","MISSISSIPPI",,"20220101581","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","1","Cyclosporiasis",,"-","8","-",,"-",,"-","TENNESSEE",,"20220101582","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","1","Cyclosporiasis","2","-","38","-","2","-","1","-",,"WEST SOUTH CENTRAL","20220101583",
"ARKANSAS","2022","1","Cyclosporiasis",,"-","2","-",,"-",,"-","ARKANSAS",,"20220101584","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","1","Cyclosporiasis",,"-","11","-",,"-",,"-","LOUISIANA",,"20220101585","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","1","Cyclosporiasis",,"N",,"NC",,"N",,"N","OKLAHOMA",,"20220101586","POINT (-97.508297 35.583449)"
"TEXAS","2022","1","Cyclosporiasis","2","-","31","-","2","-","1","-","TEXAS",,"20220101587","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","1","Cyclosporiasis",,"-","24","-",,"-",,"-",,"MOUNTAIN","20220101588",
"ARIZONA","2022","1","Cyclosporiasis",,"-","5","-",,"-",,"-","ARIZONA",,"20220101589","POINT (-111.664616 34.293239)"
"COLORADO","2022","1","Cyclosporiasis",,"-","18","-",,"-",,"-","COLORADO",,"20220101590","POINT (-105.547832 38.998552)"
"IDAHO","2022","1","Cyclosporiasis",,"N",,"NC",,"N",,"N","IDAHO",,"20220101591","POINT (-114.659366 44.389073)"
"MONTANA","2022","1","Cyclosporiasis",,"-","1","-",,"-",,"-","MONTANA",,"20220101592","POINT (-109.645127 47.033521)"
"NEVADA","2022","1","Cyclosporiasis",,"N",,"NC",,"N",,"N","NEVADA",,"20220101593","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","1","Cyclosporiasis",,"-","2","-",,"-",,"-","NEW MEXICO",,"20220101594","POINT (-106.108388 34.421369)"
"UTAH","2022","1","Cyclosporiasis",,"-","6","-",,"-",,"-","UTAH",,"20220101595","POINT (-111.678222 39.323779)"
"WYOMING","2022","1","Cyclosporiasis",,"-","1","-",,"-",,"-","WYOMING",,"20220101596","POINT (-107.55145 42.999627)"
"PACIFIC","2022","1","Cyclosporiasis",,"-","14","-",,"-",,"-",,"PACIFIC","20220101597",
"ALASKA","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-","ALASKA",,"20220101598","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","1","Cyclosporiasis",,"-","10","-",,"-",,"-","CALIFORNIA",,"20220101599","POINT (-119.662127 37.211164)"
"HAWAII","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-","HAWAII",,"20220101600","POINT (-157.854309 21.361013)"
"OREGON","2022","1","Cyclosporiasis",,"-","4","-",,"-",,"-","OREGON",,"20220101601","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-","WASHINGTON",,"20220101602","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220101603",
"AMERICAN SAMOA","2022","1","Cyclosporiasis",,"N",,"NC",,"N",,"N","AMERICAN SAMOA",,"20220101604",
"NORTHERN MARIANA ISLANDS","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220101605","POINT (145.725693 15.1834)"
"GUAM","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-","GUAM",,"20220101606","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220101607","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","1","Cyclosporiasis",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220101608",
"NON-US RESIDENTS","2022","1","Cyclosporiasis",,"-","1","-",,"-",,"-",,"NON-US RESIDENTS","20220101609",
"TOTAL","2022","1","Cyclosporiasis","2","-","205","-","2","-","4","-",,"TOTAL","20220101610",
"US RESIDENTS","2022","2","Cyclosporiasis",,"-","196","-","4","-","4","-",,"US RESIDENTS","20220201541",
"NEW ENGLAND","2022","2","Cyclosporiasis",,"-","13","-",,"-",,"-",,"NEW ENGLAND","20220201542",
"CONNECTICUT","2022","2","Cyclosporiasis",,"-","7","-",,"-",,"-","CONNECTICUT",,"20220201543","POINT (-72.738288 41.575155)"
"MAINE","2022","2","Cyclosporiasis",,"-","2","-",,"-",,"-","MAINE",,"20220201544","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","2","Cyclosporiasis",,"-","6","-",,"-",,"-","MASSACHUSETTS",,"20220201545","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","2","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW HAMPSHIRE",,"20220201546","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","2","Cyclosporiasis",,"-","1","-",,"-",,"-","RHODE ISLAND",,"20220201547","POINT (-71.534637 41.572574)"
"VERMONT","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","VERMONT",,"20220201548","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","2","Cyclosporiasis",,"-","40","-",,"-",,"-",,"MIDDLE ATLANTIC","20220201549",
"NEW JERSEY","2022","2","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW JERSEY",,"20220201550","POINT (-74.655514 40.110253)"
"NEW YORK","2022","2","Cyclosporiasis",,"-","28","-",,"-",,"-","NEW YORK",,"20220201551","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","2","Cyclosporiasis",,"-","12","-",,"-",,"-","NEW YORK CITY",,"20220201552",
"PENNSYLVANIA","2022","2","Cyclosporiasis",,"N",,"NC",,"N",,"N","PENNSYLVANIA",,"20220201553","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","2","Cyclosporiasis",,"-","52","-",,"-","3","-",,"EAST NORTH CENTRAL","20220201554",
"ILLINOIS","2022","2","Cyclosporiasis",,"-","21","-",,"-",,"-","ILLINOIS",,"20220201555","POINT (-89.148632 40.124144)"
"INDIANA","2022","2","Cyclosporiasis",,"-","2","-",,"-",,"-","INDIANA",,"20220201556","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","2","Cyclosporiasis",,"-","10","-",,"-",,"-","MICHIGAN",,"20220201557","POINT (-85.730977 44.874798)"
"OHIO","2022","2","Cyclosporiasis",,"-","15","-",,"-","3","-","OHIO",,"20220201558","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","2","Cyclosporiasis",,"-","23","-",,"-",,"-","WISCONSIN",,"20220201559","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","2","Cyclosporiasis",,"-","28","-",,"-",,"-",,"WEST NORTH CENTRAL","20220201560",
"IOWA","2022","2","Cyclosporiasis",,"-","16","-",,"-",,"-","IOWA",,"20220201561","POINT (-93.500061 42.074659)"
"KANSAS","2022","2","Cyclosporiasis",,"-","2","-",,"-",,"-","KANSAS",,"20220201562","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","MINNESOTA",,"20220201563","POINT (-94.198308 46.349153)"
"MISSOURI","2022","2","Cyclosporiasis",,"-","11","-",,"-",,"-","MISSOURI",,"20220201564","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","2","Cyclosporiasis",,"-","8","-",,"-",,"-","NEBRASKA",,"20220201565","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","2","Cyclosporiasis",,"-","2","-",,"-",,"-","NORTH DAKOTA",,"20220201566","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","2","Cyclosporiasis",,"-","4","-",,"-",,"-","SOUTH DAKOTA",,"20220201567","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","2","Cyclosporiasis",,"-","52","-","1","-",,"-",,"SOUTH ATLANTIC","20220201568",
"DELAWARE","2022","2","Cyclosporiasis",,"-","2","-",,"-",,"-","DELAWARE",,"20220201569","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220201570","POINT (-77.016275 38.904785)"
"FLORIDA","2022","2","Cyclosporiasis",,"-","41","-","1","-",,"-","FLORIDA",,"20220201571","POINT (-82.420978 28.260731)"
"GEORGIA","2022","2","Cyclosporiasis",,"-","12","-",,"-",,"-","GEORGIA",,"20220201572","POINT (-83.426574 32.638481)"
"MARYLAND","2022","2","Cyclosporiasis",,"-","6","-",,"-",,"-","MARYLAND",,"20220201573","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","2","Cyclosporiasis",,"-","8","-",,"-",,"-","NORTH CAROLINA",,"20220201574","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","2","Cyclosporiasis",,"-","8","-",,"-",,"-","SOUTH CAROLINA",,"20220201575","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","2","Cyclosporiasis",,"-","4","-",,"-",,"-","VIRGINIA",,"20220201576","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220201577","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","2","Cyclosporiasis",,"-","8","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220201578",
"ALABAMA","2022","2","Cyclosporiasis",,"-","3","-",,"-",,"-","ALABAMA",,"20220201579","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","2","Cyclosporiasis",,"N",,"NC",,"N",,"N","KENTUCKY",,"20220201580","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","2","Cyclosporiasis",,"N",,"NC",,"N",,"N","MISSISSIPPI",,"20220201581","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","2","Cyclosporiasis",,"-","8","-",,"-",,"-","TENNESSEE",,"20220201582","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","2","Cyclosporiasis",,"-","38","-","3","-","1","-",,"WEST SOUTH CENTRAL","20220201583",
"ARKANSAS","2022","2","Cyclosporiasis",,"-","2","-",,"-",,"-","ARKANSAS",,"20220201584","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","2","Cyclosporiasis",,"-","11","-",,"-",,"-","LOUISIANA",,"20220201585","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","2","Cyclosporiasis",,"N",,"NC",,"N",,"N","OKLAHOMA",,"20220201586","POINT (-97.508297 35.583449)"
"TEXAS","2022","2","Cyclosporiasis",,"-","31","-","3","-","1","-","TEXAS",,"20220201587","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","2","Cyclosporiasis",,"-","24","-",,"-",,"-",,"MOUNTAIN","20220201588",
"ARIZONA","2022","2","Cyclosporiasis",,"-","5","-",,"-",,"-","ARIZONA",,"20220201589","POINT (-111.664616 34.293239)"
"COLORADO","2022","2","Cyclosporiasis",,"-","18","-",,"-",,"-","COLORADO",,"20220201590","POINT (-105.547832 38.998552)"
"IDAHO","2022","2","Cyclosporiasis",,"N",,"NC",,"N",,"N","IDAHO",,"20220201591","POINT (-114.659366 44.389073)"
"MONTANA","2022","2","Cyclosporiasis",,"-","1","-",,"-",,"-","MONTANA",,"20220201592","POINT (-109.645127 47.033521)"
"NEVADA","2022","2","Cyclosporiasis",,"N",,"NC",,"N",,"N","NEVADA",,"20220201593","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","2","Cyclosporiasis",,"-","2","-",,"-",,"-","NEW MEXICO",,"20220201594","POINT (-106.108388 34.421369)"
"UTAH","2022","2","Cyclosporiasis",,"-","6","-",,"-",,"-","UTAH",,"20220201595","POINT (-111.678222 39.323779)"
"WYOMING","2022","2","Cyclosporiasis",,"-","1","-",,"-",,"-","WYOMING",,"20220201596","POINT (-107.55145 42.999627)"
"PACIFIC","2022","2","Cyclosporiasis",,"-","14","-",,"-",,"-",,"PACIFIC","20220201597",
"ALASKA","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","ALASKA",,"20220201598","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","2","Cyclosporiasis",,"-","10","-",,"-",,"-","CALIFORNIA",,"20220201599","POINT (-119.662127 37.211164)"
"HAWAII","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","HAWAII",,"20220201600","POINT (-157.854309 21.361013)"
"OREGON","2022","2","Cyclosporiasis",,"-","4","-",,"-",,"-","OREGON",,"20220201601","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","WASHINGTON",,"20220201602","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220201603",
"AMERICAN SAMOA","2022","2","Cyclosporiasis",,"N",,"NC",,"N",,"N","AMERICAN SAMOA",,"20220201604",
"NORTHERN MARIANA ISLANDS","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220201605","POINT (145.725693 15.1834)"
"GUAM","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","GUAM",,"20220201606","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220201607","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","2","Cyclosporiasis",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220201608",
"NON-US RESIDENTS","2022","2","Cyclosporiasis",,"-","1","-",,"-",,"-",,"NON-US RESIDENTS","20220201609",
"TOTAL","2022","2","Cyclosporiasis",,"-","197","-","4","-","4","-",,"TOTAL","20220201610",
"US RESIDENTS","2022","3","Cyclosporiasis",,"-","196","-","5","-","6","-",,"US RESIDENTS","20220301541",
"NEW ENGLAND","2022","3","Cyclosporiasis",,"-","13","-",,"-",,"-",,"NEW ENGLAND","20220301542",
"CONNECTICUT","2022","3","Cyclosporiasis",,"-","7","-",,"-",,"-","CONNECTICUT",,"20220301543","POINT (-72.738288 41.575155)"
"MAINE","2022","3","Cyclosporiasis",,"-","2","-",,"-",,"-","MAINE",,"20220301544","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","3","Cyclosporiasis",,"-","6","-",,"-",,"-","MASSACHUSETTS",,"20220301545","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","3","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW HAMPSHIRE",,"20220301546","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","3","Cyclosporiasis",,"-","1","-",,"-",,"-","RHODE ISLAND",,"20220301547","POINT (-71.534637 41.572574)"
"VERMONT","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","VERMONT",,"20220301548","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","3","Cyclosporiasis",,"-","40","-","1","-","1","-",,"MIDDLE ATLANTIC","20220301549",
"NEW JERSEY","2022","3","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW JERSEY",,"20220301550","POINT (-74.655514 40.110253)"
"NEW YORK","2022","3","Cyclosporiasis",,"-","28","-","1","-","1","-","NEW YORK",,"20220301551","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","3","Cyclosporiasis",,"-","12","-",,"-",,"-","NEW YORK CITY",,"20220301552",
"PENNSYLVANIA","2022","3","Cyclosporiasis",,"N",,"NC",,"N",,"N","PENNSYLVANIA",,"20220301553","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","3","Cyclosporiasis",,"-","52","-",,"-","4","-",,"EAST NORTH CENTRAL","20220301554",
"ILLINOIS","2022","3","Cyclosporiasis",,"-","21","-",,"-",,"-","ILLINOIS",,"20220301555","POINT (-89.148632 40.124144)"
"INDIANA","2022","3","Cyclosporiasis",,"-","2","-",,"-",,"-","INDIANA",,"20220301556","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","3","Cyclosporiasis",,"-","10","-",,"-",,"-","MICHIGAN",,"20220301557","POINT (-85.730977 44.874798)"
"OHIO","2022","3","Cyclosporiasis",,"-","15","-",,"-","4","-","OHIO",,"20220301558","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","3","Cyclosporiasis",,"-","23","-",,"-",,"-","WISCONSIN",,"20220301559","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","3","Cyclosporiasis",,"-","28","-",,"-",,"-",,"WEST NORTH CENTRAL","20220301560",
"IOWA","2022","3","Cyclosporiasis",,"-","16","-",,"-",,"-","IOWA",,"20220301561","POINT (-93.500061 42.074659)"
"KANSAS","2022","3","Cyclosporiasis",,"-","2","-",,"-",,"-","KANSAS",,"20220301562","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","MINNESOTA",,"20220301563","POINT (-94.198308 46.349153)"
"MISSOURI","2022","3","Cyclosporiasis",,"-","11","-",,"-",,"-","MISSOURI",,"20220301564","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","3","Cyclosporiasis",,"-","8","-",,"-",,"-","NEBRASKA",,"20220301565","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","3","Cyclosporiasis",,"-","2","-",,"-",,"-","NORTH DAKOTA",,"20220301566","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","3","Cyclosporiasis",,"-","4","-",,"-",,"-","SOUTH DAKOTA",,"20220301567","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","3","Cyclosporiasis",,"-","52","-","1","-",,"-",,"SOUTH ATLANTIC","20220301568",
"DELAWARE","2022","3","Cyclosporiasis",,"-","2","-",,"-",,"-","DELAWARE",,"20220301569","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220301570","POINT (-77.016275 38.904785)"
"FLORIDA","2022","3","Cyclosporiasis",,"-","41","-","1","-",,"-","FLORIDA",,"20220301571","POINT (-82.420978 28.260731)"
"GEORGIA","2022","3","Cyclosporiasis",,"-","12","-",,"-",,"-","GEORGIA",,"20220301572","POINT (-83.426574 32.638481)"
"MARYLAND","2022","3","Cyclosporiasis",,"-","6","-",,"-",,"-","MARYLAND",,"20220301573","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","3","Cyclosporiasis",,"-","8","-",,"-",,"-","NORTH CAROLINA",,"20220301574","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","3","Cyclosporiasis",,"-","8","-",,"-",,"-","SOUTH CAROLINA",,"20220301575","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","3","Cyclosporiasis",,"-","4","-",,"-",,"-","VIRGINIA",,"20220301576","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220301577","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","3","Cyclosporiasis",,"-","8","-",,"-",,"-",,"EAST SOUTH CENTRAL","20220301578",
"ALABAMA","2022","3","Cyclosporiasis",,"-","3","-",,"-",,"-","ALABAMA",,"20220301579","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","3","Cyclosporiasis",,"N",,"NC",,"N",,"N","KENTUCKY",,"20220301580","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","3","Cyclosporiasis",,"N",,"NC",,"N",,"N","MISSISSIPPI",,"20220301581","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","3","Cyclosporiasis",,"-","8","-",,"-",,"-","TENNESSEE",,"20220301582","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","3","Cyclosporiasis",,"-","38","-","3","-","1","-",,"WEST SOUTH CENTRAL","20220301583",
"ARKANSAS","2022","3","Cyclosporiasis",,"-","2","-",,"-",,"-","ARKANSAS",,"20220301584","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","3","Cyclosporiasis",,"-","11","-",,"-",,"-","LOUISIANA",,"20220301585","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","3","Cyclosporiasis",,"N",,"NC",,"N",,"N","OKLAHOMA",,"20220301586","POINT (-97.508297 35.583449)"
"TEXAS","2022","3","Cyclosporiasis",,"-","31","-","3","-","1","-","TEXAS",,"20220301587","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","3","Cyclosporiasis",,"-","24","-",,"-",,"-",,"MOUNTAIN","20220301588",
"ARIZONA","2022","3","Cyclosporiasis",,"-","5","-",,"-",,"-","ARIZONA",,"20220301589","POINT (-111.664616 34.293239)"
"COLORADO","2022","3","Cyclosporiasis",,"-","18","-",,"-",,"-","COLORADO",,"20220301590","POINT (-105.547832 38.998552)"
"IDAHO","2022","3","Cyclosporiasis",,"N",,"NC",,"N",,"N","IDAHO",,"20220301591","POINT (-114.659366 44.389073)"
"MONTANA","2022","3","Cyclosporiasis",,"-","1","-",,"-",,"-","MONTANA",,"20220301592","POINT (-109.645127 47.033521)"
"NEVADA","2022","3","Cyclosporiasis",,"N",,"NC",,"N",,"N","NEVADA",,"20220301593","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","3","Cyclosporiasis",,"-","2","-",,"-",,"-","NEW MEXICO",,"20220301594","POINT (-106.108388 34.421369)"
"UTAH","2022","3","Cyclosporiasis",,"-","6","-",,"-",,"-","UTAH",,"20220301595","POINT (-111.678222 39.323779)"
"WYOMING","2022","3","Cyclosporiasis",,"-","1","-",,"-",,"-","WYOMING",,"20220301596","POINT (-107.55145 42.999627)"
