"Reporting Area","Current MMWR Year","MMWR WEEK","Label","Current week","Current week, flag","Previous 52 week Max","Previous 52 weeks Max, flag","Cumulative YTD Current MMWR Year","Cumulative YTD Current MMWR Year, flag","Cumulative YTD Previous MMWR Year","Cumulative YTD Previous MMWR Year, flag","LOCATION1","LOCATION2","sort_order","geocode"
"East North Central","2025","36","Cyclosporiasis",,"-","52",,"356",,"451",,,"East North Central","20253601834",
"Illinois","2025","36","Cyclosporiasis",,"-","29",,"186",,"265",,"Illinois",,"20253601835","POINT (-89.64361 39.8013)"
"Indiana","2025","36","Cyclosporiasis",,"-","2",,"7",,"25",,"Indiana",,"20253601836","POINT (-86.15013 39.76691)"
"Michigan","2025","36","Cyclosporiasis",,"-","5",,"34",,"38",,"Michigan",,"20253601837","POINT (-84.55226 42.73194)"
"Ohio","2025","36","Cyclosporiasis",,"-","13",,"65",,"61",,"Ohio",,"20253601838","POINT (-83.00276 39.96199)"
"Wisconsin","2025","36","Cyclosporiasis",,"-","11",,"64",,"62",,"Wisconsin",,"20253601839","POINT (-89.38645 43.07313)"
"West North Central","2025","36","Cyclosporiasis","1",,"22",,"143",,"280",,,"West North Central","20253601840",
"Iowa","2025","36","Cyclosporiasis",,"-","16",,"64",,"70",,"Iowa",,"20253601841","POINT (-93.61539 41.58981)"
"Kansas","2025","36","Cyclosporiasis",,"-","6",,"28",,"42",,"Kansas",,"20253601842","POINT (-95.67119 39.04931)"
"Minnesota","2025","36","Cyclosporiasis",,"-","2",,,"-","65",,"Minnesota",,"20253601843","POINT (-93.09649 44.94339)"
"Missouri","2025","36","Cyclosporiasis",,"-","2",,,"-","62",,"Missouri",,"20253601844","POINT (-92.17785 38.57751)"
"Nebraska","2025","36","Cyclosporiasis","1",,"13",,"49",,"34",,"Nebraska",,"20253601845","POINT (-96.70731 40.81362)"
"North Dakota","2025","36","Cyclosporiasis",,"-","0",,,"-","4",,"North Dakota",,"20253601846","POINT (-100.7797 46.80536)"
"South Dakota","2025","36","Cyclosporiasis",,"-","1",,"2",,"3",,"South Dakota",,"20253601847","POINT (-100.34987 44.36917)"
"South Atlantic","2025","36","Cyclosporiasis","13",,"113",,"795",,"1,082",,,"South Atlantic","20253601848","POINT (-100.34987 44.36917)"
"Delaware","2025","36","Cyclosporiasis",,"-","1",,"1",,"11",,"Delaware",,"20253601849","POINT (-75.52474 39.15803)"
"District of Columbia","2025","36","Cyclosporiasis",,"-","2",,"4",,"5",,"District of Columbia",,"20253601850",
"Florida","2025","36","Cyclosporiasis","6",,"29",,"180",,"206",,"Florida",,"20253601851","POINT (-84.28065 30.43978)"
"Georgia","2025","36","Cyclosporiasis","3",,"16",,"99",,"114",,"Georgia",,"20253601852","POINT (-84.39111 33.74831)"
"Maryland","2025","36","Cyclosporiasis","2",,"18",,"113",,"185",,"Maryland",,"20253601853","POINT (-76.49015 38.97678)"
"North Carolina","2025","36","Cyclosporiasis",,"-","54",,"250",,"319",,"North Carolina",,"20253601854","POINT (-78.64271 35.78543)"
"South Carolina","2025","36","Cyclosporiasis",,"-","10",,"44",,"46",,"South Carolina",,"20253601855","POINT (-81.04537 33.99882)"
"Virginia","2025","36","Cyclosporiasis","2",,"14",,"100",,"179",,"Virginia",,"20253601856","POINT (-77.43367 37.54068)"
"West Virginia","2025","36","Cyclosporiasis",,"-","1",,"4",,"17",,"West Virginia",,"20253601857","POINT (-81.63896 38.35016)"
"East South Central","2025","36","Cyclosporiasis",,"-","16",,"84",,"125",,,"East South Central","20253601858",
"Alabama","2025","36","Cyclosporiasis",,"-","5",,"15",,"28",,"Alabama",,"20253601859","POINT (-86.30006 32.38015)"
"Kentucky","2025","36","Cyclosporiasis",,"-","6",,"37",,"21",,"Kentucky",,"20253601860","POINT (-84.8787 38.19507)"
"Mississippi","2025","36","Cyclosporiasis",,"N",,"NC",,"N",,"N","Mississippi",,"20253601861","POINT (-90.18045 32.29896)"
"Tennessee","2025","36","Cyclosporiasis",,"-","9",,"32",,"76",,"Tennessee",,"20253601862","POINT (-86.77799 36.16792)"
"West South Central","2025","36","Cyclosporiasis","2",,"54",,"337",,"433",,,"West South Central","20253601863",
"Arkansas","2025","36","Cyclosporiasis","1",,"4",,"12",,"13",,"Arkansas",,"20253601864","POINT (-92.27486 34.7487)"
"Louisiana","2025","36","Cyclosporiasis",,"-","15",,"80",,"28",,"Louisiana",,"20253601865","POINT (-91.18665 30.44335)"
"Oklahoma","2025","36","Cyclosporiasis",,"-","8",,"40",,"18",,"Oklahoma",,"20253601866","POINT (-97.52107 35.47203)"
"Texas","2025","36","Cyclosporiasis","1",,"43",,"205",,"374",,"Texas",,"20253601867","POINT (-97.743 30.26759)"
"Mountain","2025","36","Cyclosporiasis","1",,"46",,"289",,"234",,,"Mountain","20253601868",
"Arizona","2025","36","Cyclosporiasis",,"-","8",,"42",,"20",,"Arizona",,"20253601869","POINT (-112.07581 33.44825)"
"Colorado","2025","36","Cyclosporiasis","1",,"36",,"198",,"156",,"Colorado",,"20253601870","POINT (-104.99203 39.74001)"
"Idaho","2025","36","Cyclosporiasis",,"N",,"NC",,"N",,"N","Idaho",,"20253601871","POINT (-116.19341 43.60764)"
"Montana","2025","36","Cyclosporiasis",,"-","2",,"6",,"3",,"Montana",,"20253601872","POINT (-112.02066 46.58976)"
"Nevada","2025","36","Cyclosporiasis",,"N",,"NC",,"N",,"N","Nevada",,"20253601873","POINT (-119.76698 39.16505)"
"New Mexico","2025","36","Cyclosporiasis",,"-","3",,"8",,"8",,"New Mexico",,"20253601874","POINT (-105.93825 35.69177)"
"Utah","2025","36","Cyclosporiasis",,"-","5",,"35",,"47",,"Utah",,"20253601875","POINT (-111.88822 40.76031)"
"Wyoming","2025","36","Cyclosporiasis",,"-","0",,,"-",,"-","Wyoming",,"20253601876","POINT (-104.82155 41.13481)"
"Pacific","2025","36","Cyclosporiasis","1",,"31",,"234",,"268",,,"Pacific","20253601877",
"Alaska","2025","36","Cyclosporiasis",,"-","2",,"5",,"3",,"Alaska",,"20253601878","POINT (-134.4068 58.29973)"
"California","2025","36","Cyclosporiasis",,"-","26",,"205",,"237",,"California",,"20253601879","POINT (-121.49086 38.57944)"
"Hawaii","2025","36","Cyclosporiasis",,"-","1",,"1",,,"-","Hawaii",,"20253601880","POINT (-157.85788 21.30493)"
"Oregon","2025","36","Cyclosporiasis","1",,"5",,"23",,"27",,"Oregon",,"20253601881","POINT (-123.04382 44.93326)"
"Washington","2025","36","Cyclosporiasis",,"-","0",,,"-","1",,"Washington",,"20253601882","POINT (-122.89165 47.03954)"
"U.S. Territories","2025","36","Cyclosporiasis",,"-","1",,"1",,,"-",,"U.S. Territories","20253601883",
"American Samoa","2025","36","Cyclosporiasis",,"N",,"NC",,"N",,"N","American Samoa",,"20253601884",
"Commonwealth of Northern Mariana Islands","2025","36","Cyclosporiasis",,"-","0",,,"-",,"-","Commonwealth of Northern Mariana Islands",,"20253601885",
"Guam","2025","36","Cyclosporiasis",,"-","0",,,"-",,"-","Guam",,"20253601886",
"Puerto Rico","2025","36","Cyclosporiasis",,"-","1",,"1",,,"-","Puerto Rico",,"20253601887","POINT (-66.11692 18.46536)"
"U.S. Virgin Islands","2025","36","Cyclosporiasis",,"-","0",,,"-",,"-","U.S. Virgin Islands",,"20253601888",
"Non-U.S. Residents","2025","36","Cyclosporiasis",,"-","1",,"2",,"1",,,"Non-U.S. Residents","20253601889",
"Total","2025","36","Cyclosporiasis","24",,"378",,"2,925",,"3,813",,,"Total","20253601890",
"U.S. Residents","2025","37","Cyclosporiasis","27",,"388",,"3,034",,"3,863",,,"U.S. Residents","20253701821",
"New England","2025","37","Cyclosporiasis","1",,"26",,"129",,"181",,,"New England","20253701822",
"Connecticut","2025","37","Cyclosporiasis",,"-","11",,"41",,"64",,"Connecticut",,"20253701823","POINT (-72.67398 41.76381)"
"Maine","2025","37","Cyclosporiasis",,"-","1",,"4",,"11",,"Maine",,"20253701824","POINT (-69.77631 44.31804)"
"Massachusetts","2025","37","Cyclosporiasis","1",,"12",,"69",,"82",,"Massachusetts",,"20253701825","POINT (-71.05675 42.35866)"
"New Hampshire","2025","37","Cyclosporiasis",,"-","1",,"7",,"9",,"New Hampshire",,"20253701826","POINT (-71.53661 43.20725)"
"Rhode Island","2025","37","Cyclosporiasis",,"-","2",,"6",,"12",,"Rhode Island",,"20253701827","POINT (-71.41198 41.82388)"
"Vermont","2025","37","Cyclosporiasis",,"-","2",,"2",,"3",,"Vermont",,"20253701828","POINT (-72.57627 44.26029)"
"Middle Atlantic","2025","37","Cyclosporiasis","3",,"77",,"581",,"766",,,"Middle Atlantic","20253701829",
"New Jersey","2025","37","Cyclosporiasis",,"-","17",,"78",,"231",,"New Jersey",,"20253701830","POINT (-74.75948 40.21794)"
"New York","2025","37","Cyclosporiasis","3",,"61",,"261",,"227",,"New York",,"20253701831","POINT (-73.75522 42.65155)"
"New York City","2025","37","Cyclosporiasis",,"-","34",,"242",,"308",,"New York City",,"20253701832","POINT (-73.75522 42.65155)"
"Pennsylvania","2025","37","Cyclosporiasis",,"N",,"NC",,"N",,"N","Pennsylvania",,"20253701833","POINT (-76.88224 40.25986)"
"East North Central","2025","37","Cyclosporiasis","3",,"56",,"384",,"458",,,"East North Central","20253701834",
"Illinois","2025","37","Cyclosporiasis",,"-","30",,"194",,"267",,"Illinois",,"20253701835","POINT (-89.64361 39.8013)"
"Indiana","2025","37","Cyclosporiasis",,"-","8",,"23",,"25",,"Indiana",,"20253701836","POINT (-86.15013 39.76691)"
"Michigan","2025","37","Cyclosporiasis",,"-","5",,"35",,"39",,"Michigan",,"20253701837","POINT (-84.55226 42.73194)"
"Ohio","2025","37","Cyclosporiasis","3",,"13",,"68",,"64",,"Ohio",,"20253701838","POINT (-83.00276 39.96199)"
"Wisconsin","2025","37","Cyclosporiasis",,"-","11",,"64",,"63",,"Wisconsin",,"20253701839","POINT (-89.38645 43.07313)"
"West North Central","2025","37","Cyclosporiasis","1",,"22",,"144",,"283",,,"West North Central","20253701840",
"Iowa","2025","37","Cyclosporiasis",,"-","16",,"64",,"70",,"Iowa",,"20253701841","POINT (-93.61539 41.58981)"
"Kansas","2025","37","Cyclosporiasis",,"-","6",,"28",,"42",,"Kansas",,"20253701842","POINT (-95.67119 39.04931)"
"Minnesota","2025","37","Cyclosporiasis",,"-","2",,,"-","66",,"Minnesota",,"20253701843","POINT (-93.09649 44.94339)"
"Missouri","2025","37","Cyclosporiasis",,"-","2",,,"-","64",,"Missouri",,"20253701844","POINT (-92.17785 38.57751)"
"Nebraska","2025","37","Cyclosporiasis","1",,"13",,"50",,"34",,"Nebraska",,"20253701845","POINT (-96.70731 40.81362)"
"North Dakota","2025","37","Cyclosporiasis",,"-","0",,,"-","4",,"North Dakota",,"20253701846","POINT (-100.7797 46.80536)"
"South Dakota","2025","37","Cyclosporiasis",,"-","1",,"2",,"3",,"South Dakota",,"20253701847","POINT (-100.34987 44.36917)"
"South Atlantic","2025","37","Cyclosporiasis","1",,"113",,"803",,"1,094",,,"South Atlantic","20253701848","POINT (-100.34987 44.36917)"
"Delaware","2025","37","Cyclosporiasis",,"-","1",,"1",,"12",,"Delaware",,"20253701849","POINT (-75.52474 39.15803)"
"District of Columbia","2025","37","Cyclosporiasis",,"-","2",,"4",,"5",,"District of Columbia",,"20253701850",
"Florida","2025","37","Cyclosporiasis","1",,"29",,"182",,"208",,"Florida",,"20253701851","POINT (-84.28065 30.43978)"
"Georgia","2025","37","Cyclosporiasis",,"-","16",,"103",,"115",,"Georgia",,"20253701852","POINT (-84.39111 33.74831)"
"Maryland","2025","37","Cyclosporiasis",,"-","18",,"113",,"188",,"Maryland",,"20253701853","POINT (-76.49015 38.97678)"
"North Carolina","2025","37","Cyclosporiasis",,"-","54",,"250",,"320",,"North Carolina",,"20253701854","POINT (-78.64271 35.78543)"
"South Carolina","2025","37","Cyclosporiasis",,"-","10",,"44",,"47",,"South Carolina",,"20253701855","POINT (-81.04537 33.99882)"
"Virginia","2025","37","Cyclosporiasis",,"-","14",,"102",,"182",,"Virginia",,"20253701856","POINT (-77.43367 37.54068)"
"West Virginia","2025","37","Cyclosporiasis",,"-","1",,"4",,"17",,"West Virginia",,"20253701857","POINT (-81.63896 38.35016)"
"East South Central","2025","37","Cyclosporiasis","2",,"16",,"90",,"131",,,"East South Central","20253701858",
"Alabama","2025","37","Cyclosporiasis",,"-","5",,"16",,"28",,"Alabama",,"20253701859","POINT (-86.30006 32.38015)"
"Kentucky","2025","37","Cyclosporiasis",,"-","7",,"40",,"21",,"Kentucky",,"20253701860","POINT (-84.8787 38.19507)"
"Mississippi","2025","37","Cyclosporiasis",,"N",,"NC",,"N",,"N","Mississippi",,"20253701861","POINT (-90.18045 32.29896)"
"Tennessee","2025","37","Cyclosporiasis","2",,"9",,"34",,"82",,"Tennessee",,"20253701862","POINT (-86.77799 36.16792)"
"West South Central","2025","37","Cyclosporiasis","14",,"55",,"375",,"446",,,"West South Central","20253701863",
"Arkansas","2025","37","Cyclosporiasis","1",,"4",,"13",,"13",,"Arkansas",,"20253701864","POINT (-92.27486 34.7487)"
"Louisiana","2025","37","Cyclosporiasis",,"-","15",,"92",,"29",,"Louisiana",,"20253701865","POINT (-91.18665 30.44335)"
"Oklahoma","2025","37","Cyclosporiasis","1",,"8",,"41",,"18",,"Oklahoma",,"20253701866","POINT (-97.52107 35.47203)"
"Texas","2025","37","Cyclosporiasis","12",,"44",,"229",,"386",,"Texas",,"20253701867","POINT (-97.743 30.26759)"
"Mountain","2025","37","Cyclosporiasis","2",,"47",,"292",,"235",,,"Mountain","20253701868",
"Arizona","2025","37","Cyclosporiasis",,"-","8",,"42",,"20",,"Arizona",,"20253701869","POINT (-112.07581 33.44825)"
"Colorado","2025","37","Cyclosporiasis","2",,"36",,"201",,"157",,"Colorado",,"20253701870","POINT (-104.99203 39.74001)"
"Idaho","2025","37","Cyclosporiasis",,"N",,"NC",,"N",,"N","Idaho",,"20253701871","POINT (-116.19341 43.60764)"
"Montana","2025","37","Cyclosporiasis",,"-","2",,"6",,"3",,"Montana",,"20253701872","POINT (-112.02066 46.58976)"
"Nevada","2025","37","Cyclosporiasis",,"N",,"NC",,"N",,"N","Nevada",,"20253701873","POINT (-119.76698 39.16505)"
"New Mexico","2025","37","Cyclosporiasis",,"-","3",,"8",,"8",,"New Mexico",,"20253701874","POINT (-105.93825 35.69177)"
"Utah","2025","37","Cyclosporiasis",,"-","5",,"35",,"47",,"Utah",,"20253701875","POINT (-111.88822 40.76031)"
"Wyoming","2025","37","Cyclosporiasis",,"-","0",,,"-",,"-","Wyoming",,"20253701876","POINT (-104.82155 41.13481)"
"Pacific","2025","37","Cyclosporiasis",,"-","31",,"236",,"269",,,"Pacific","20253701877",
"Alaska","2025","37","Cyclosporiasis",,"-","2",,"5",,"3",,"Alaska",,"20253701878","POINT (-134.4068 58.29973)"
"California","2025","37","Cyclosporiasis",,"-","26",,"207",,"238",,"California",,"20253701879","POINT (-121.49086 38.57944)"
"Hawaii","2025","37","Cyclosporiasis",,"-","1",,"1",,,"-","Hawaii",,"20253701880","POINT (-157.85788 21.30493)"
"Oregon","2025","37","Cyclosporiasis",,"-","5",,"23",,"27",,"Oregon",,"20253701881","POINT (-123.04382 44.93326)"
"Washington","2025","37","Cyclosporiasis",,"-","0",,,"-","1",,"Washington",,"20253701882","POINT (-122.89165 47.03954)"
"U.S. Territories","2025","37","Cyclosporiasis",,"-","1",,"1",,,"-",,"U.S. Territories","20253701883",
"American Samoa","2025","37","Cyclosporiasis",,"N",,"NC",,"N",,"N","American Samoa",,"20253701884",
"Commonwealth of Northern Mariana Islands","2025","37","Cyclosporiasis",,"-","0",,,"-",,"-","Commonwealth of Northern Mariana Islands",,"20253701885",
"Guam","2025","37","Cyclosporiasis",,"-","0",,,"-",,"-","Guam",,"20253701886",
"Puerto Rico","2025","37","Cyclosporiasis",,"-","1",,"1",,,"-","Puerto Rico",,"20253701887","POINT (-66.11692 18.46536)"
"U.S. Virgin Islands","2025","37","Cyclosporiasis",,"-","0",,,"-",,"-","U.S. Virgin Islands",,"20253701888",
"Non-U.S. Residents","2025","37","Cyclosporiasis",,"-","1",,"2",,"1",,,"Non-U.S. Residents","20253701889",
"Total","2025","37","Cyclosporiasis","27",,"388",,"3,037",,"3,864",,,"Total","20253701890",
"U.S. Residents","2025","38","Cyclosporiasis","16",,"391",,"3,143",,"3,907",,,"U.S. Residents","20253801821",
"New England","2025","38","Cyclosporiasis",,"-","26",,"130",,"182",,,"New England","20253801822",
"Connecticut","2025","38","Cyclosporiasis",,"-","11",,"41",,"64",,"Connecticut",,"20253801823","POINT (-72.67398 41.76381)"
"Maine","2025","38","Cyclosporiasis",,"-","1",,"4",,"12",,"Maine",,"20253801824","POINT (-69.77631 44.31804)"
"Massachusetts","2025","38","Cyclosporiasis",,"-","12",,"70",,"82",,"Massachusetts",,"20253801825","POINT (-71.05675 42.35866)"
"New Hampshire","2025","38","Cyclosporiasis",,"-","1",,"7",,"9",,"New Hampshire",,"20253801826","POINT (-71.53661 43.20725)"
"Rhode Island","2025","38","Cyclosporiasis",,"-","2",,"6",,"12",,"Rhode Island",,"20253801827","POINT (-71.41198 41.82388)"
"Vermont","2025","38","Cyclosporiasis",,"-","2",,"2",,"3",,"Vermont",,"20253801828","POINT (-72.57627 44.26029)"
"Middle Atlantic","2025","38","Cyclosporiasis","5",,"79",,"603",,"772",,,"Middle Atlantic","20253801829",
"New Jersey","2025","38","Cyclosporiasis",,"-","18",,"89",,"232",,"New Jersey",,"20253801830","POINT (-74.75948 40.21794)"
"New York","2025","38","Cyclosporiasis","5",,"61",,"266",,"230",,"New York",,"20253801831","POINT (-73.75522 42.65155)"
"New York City","2025","38","Cyclosporiasis",,"-","34",,"248",,"310",,"New York City",,"20253801832","POINT (-73.75522 42.65155)"
"Pennsylvania","2025","38","Cyclosporiasis",,"N",,"NC",,"N",,"N","Pennsylvania",,"20253801833","POINT (-76.88224 40.25986)"
"East North Central","2025","38","Cyclosporiasis","4",,"56",,"393",,"470",,,"East North Central","20253801834",
"Illinois","2025","38","Cyclosporiasis",,"-","30",,"197",,"268",,"Illinois",,"20253801835","POINT (-89.64361 39.8013)"
"Indiana","2025","38","Cyclosporiasis",,"-","8",,"23",,"26",,"Indiana",,"20253801836","POINT (-86.15013 39.76691)"
"Michigan","2025","38","Cyclosporiasis",,"-","5",,"36",,"39",,"Michigan",,"20253801837","POINT (-84.55226 42.73194)"
"Ohio","2025","38","Cyclosporiasis","4",,"13",,"72",,"73",,"Ohio",,"20253801838","POINT (-83.00276 39.96199)"
"Wisconsin","2025","38","Cyclosporiasis",,"-","11",,"65",,"64",,"Wisconsin",,"20253801839","POINT (-89.38645 43.07313)"
"West North Central","2025","38","Cyclosporiasis",,"-","23",,"145",,"284",,,"West North Central","20253801840",
"Iowa","2025","38","Cyclosporiasis",,"-","16",,"64",,"70",,"Iowa",,"20253801841","POINT (-93.61539 41.58981)"
"Kansas","2025","38","Cyclosporiasis",,"-","6",,"28",,"42",,"Kansas",,"20253801842","POINT (-95.6712 39.04926)"
"Minnesota","2025","38","Cyclosporiasis",,"-","2",,,"-","67",,"Minnesota",,"20253801843","POINT (-93.09649 44.94339)"
"Missouri","2025","38","Cyclosporiasis",,"-","2",,,"-","64",,"Missouri",,"20253801844","POINT (-92.17785 38.57751)"
"Nebraska","2025","38","Cyclosporiasis",,"-","13",,"50",,"34",,"Nebraska",,"20253801845","POINT (-96.70731 40.81362)"
"North Dakota","2025","38","Cyclosporiasis",,"-","0",,,"-","4",,"North Dakota",,"20253801846","POINT (-100.7797 46.80536)"
"South Dakota","2025","38","Cyclosporiasis",,"-","1",,"3",,"3",,"South Dakota",,"20253801847","POINT (-100.34987 44.36917)"
"South Atlantic","2025","38","Cyclosporiasis","6",,"113",,"842",,"1,108",,,"South Atlantic","20253801848","POINT (-100.34987 44.36917)"
"Delaware","2025","38","Cyclosporiasis",,"-","1",,"1",,"12",,"Delaware",,"20253801849","POINT (-75.52474 39.15803)"
"District of Columbia","2025","38","Cyclosporiasis",,"-","2",,"4",,"5",,"District of Columbia",,"20253801850",
"Florida","2025","38","Cyclosporiasis","5",,"29",,"188",,"213",,"Florida",,"20253801851","POINT (-84.28065 30.43978)"
"Georgia","2025","38","Cyclosporiasis","1",,"16",,"105",,"115",,"Georgia",,"20253801852","POINT (-84.39111 33.74831)"
"Maryland","2025","38","Cyclosporiasis",,"-","18",,"113",,"193",,"Maryland",,"20253801853","POINT (-76.49015 38.97678)"
"North Carolina","2025","38","Cyclosporiasis",,"-","56",,"278",,"321",,"North Carolina",,"20253801854","POINT (-78.64271 35.78543)"
"South Carolina","2025","38","Cyclosporiasis",,"-","10",,"44",,"47",,"South Carolina",,"20253801855","POINT (-81.04537 33.99882)"
"Virginia","2025","38","Cyclosporiasis",,"-","14",,"102",,"185",,"Virginia",,"20253801856","POINT (-77.43367 37.54068)"
"West Virginia","2025","38","Cyclosporiasis",,"-","1",,"7",,"17",,"West Virginia",,"20253801857","POINT (-81.63896 38.35016)"
"East South Central","2025","38","Cyclosporiasis",,"-","16",,"93",,"136",,,"East South Central","20253801858",
"Alabama","2025","38","Cyclosporiasis",,"-","5",,"16",,"29",,"Alabama",,"20253801859","POINT (-86.30006 32.38015)"
"Kentucky","2025","38","Cyclosporiasis",,"-","7",,"43",,"21",,"Kentucky",,"20253801860","POINT (-84.8787 38.19507)"
"Mississippi","2025","38","Cyclosporiasis",,"N",,"NC",,"N",,"N","Mississippi",,"20253801861","POINT (-90.18045 32.29896)"
"Tennessee","2025","38","Cyclosporiasis",,"-","9",,"34",,"86",,"Tennessee",,"20253801862","POINT (-86.77799 36.16792)"
"West South Central","2025","38","Cyclosporiasis","1",,"57",,"398",,"450",,,"West South Central","20253801863",
"Arkansas","2025","38","Cyclosporiasis",,"-","4",,"13",,"13",,"Arkansas",,"20253801864","POINT (-92.27486 34.7487)"
"Louisiana","2025","38","Cyclosporiasis",,"-","15",,"95",,"29",,"Louisiana",,"20253801865","POINT (-91.18665 30.44335)"
"Oklahoma","2025","38","Cyclosporiasis",,"-","8",,"41",,"18",,"Oklahoma",,"20253801866","POINT (-97.52107 35.47203)"
"Texas","2025","38","Cyclosporiasis","1",,"46",,"249",,"390",,"Texas",,"20253801867","POINT (-97.743 30.26759)"
"Mountain","2025","38","Cyclosporiasis",,"-","47",,"292",,"236",,,"Mountain","20253801868",
"Arizona","2025","38","Cyclosporiasis",,"-","8",,"42",,"21",,"Arizona",,"20253801869","POINT (-112.07581 33.44825)"
"Colorado","2025","38","Cyclosporiasis",,"-","36",,"201",,"157",,"Colorado",,"20253801870","POINT (-104.99203 39.74001)"
"Idaho","2025","38","Cyclosporiasis",,"N",,"NC",,"N",,"N","Idaho",,"20253801871","POINT (-116.19341 43.60764)"
"Montana","2025","38","Cyclosporiasis",,"-","2",,"6",,"3",,"Montana",,"20253801872","POINT (-112.02066 46.58976)"
"Nevada","2025","38","Cyclosporiasis",,"N",,"NC",,"N",,"N","Nevada",,"20253801873","POINT (-119.76698 39.16505)"
"New Mexico","2025","38","Cyclosporiasis",,"-","3",,"8",,"8",,"New Mexico",,"20253801874","POINT (-105.93825 35.69177)"
"Utah","2025","38","Cyclosporiasis",,"-","5",,"35",,"47",,"Utah",,"20253801875","POINT (-111.88822 40.76031)"
"Wyoming","2025","38","Cyclosporiasis",,"-","0",,,"-",,"-","Wyoming",,"20253801876","POINT (-104.82155 41.13481)"
"Pacific","2025","38","Cyclosporiasis",,"-","32",,"247",,"269",,,"Pacific","20253801877",
"Alaska","2025","38","Cyclosporiasis",,"-","2",,"5",,"3",,"Alaska",,"20253801878","POINT (-134.4068 58.29973)"
"California","2025","38","Cyclosporiasis",,"-","27",,"218",,"238",,"California",,"20253801879","POINT (-121.49086 38.57944)"
"Hawaii","2025","38","Cyclosporiasis",,"-","1",,"1",,,"-","Hawaii",,"20253801880","POINT (-157.85788 21.30493)"
"Oregon","2025","38","Cyclosporiasis",,"-","5",,"23",,"27",,"Oregon",,"20253801881","POINT (-123.04382 44.93326)"
"Washington","2025","38","Cyclosporiasis",,"-","0",,,"-","1",,"Washington",,"20253801882","POINT (-122.89165 47.03954)"
"U.S. Territories","2025","38","Cyclosporiasis",,"-","1",,"1",,,"-",,"U.S. Territories","20253801883",
"American Samoa","2025","38","Cyclosporiasis",,"N",,"NC",,"N",,"N","American Samoa",,"20253801884",
"Commonwealth of Northern Mariana Islands","2025","38","Cyclosporiasis",,"-","0",,,"-",,"-","Commonwealth of Northern Mariana Islands",,"20253801885",
"Guam","2025","38","Cyclosporiasis",,"-","0",,,"-",,"-","Guam",,"20253801886",
"Puerto Rico","2025","38","Cyclosporiasis",,"-","1",,"1",,,"-","Puerto Rico",,"20253801887","POINT (-66.11692 18.46536)"
"U.S. Virgin Islands","2025","38","Cyclosporiasis",,"-","0",,,"-",,"-","U.S. Virgin Islands",,"20253801888",
"Non-U.S. Residents","2025","38","Cyclosporiasis",,"-","1",,"2",,"1",,,"Non-U.S. Residents","20253801889",
"Total","2025","38","Cyclosporiasis","16",,"391",,"3,146",,"3,908",,,"Total","20253801890",
"U.S. Residents","2025","39","Cyclosporiasis","13",,"396",,"3,233",,"3,924",,,"U.S. Residents","20253901821",
"New England","2025","39","Cyclosporiasis",,"-","26",,"131",,"183",,,"New England","20253901822",
"Connecticut","2025","39","Cyclosporiasis",,"-","11",,"41",,"65",,"Connecticut",,"20253901823","POINT (-72.67398 41.76381)"
"Maine","2025","39","Cyclosporiasis",,"-","1",,"4",,"12",,"Maine",,"20253901824","POINT (-69.77631 44.31804)"
"Massachusetts","2025","39","Cyclosporiasis",,"-","12",,"71",,"82",,"Massachusetts",,"20253901825","POINT (-71.05675 42.35866)"
"New Hampshire","2025","39","Cyclosporiasis",,"-","1",,"7",,"9",,"New Hampshire",,"20253901826","POINT (-71.53661 43.20725)"
"Rhode Island","2025","39","Cyclosporiasis",,"-","2",,"6",,"12",,"Rhode Island",,"20253901827","POINT (-71.41198 41.82388)"
"Vermont","2025","39","Cyclosporiasis",,"-","2",,"2",,"3",,"Vermont",,"20253901828","POINT (-72.57627 44.26029)"
"Middle Atlantic","2025","39","Cyclosporiasis",,"-","79",,"613",,"776",,,"Middle Atlantic","20253901829",
"New Jersey","2025","39","Cyclosporiasis",,"-","18",,"89",,"232",,"New Jersey",,"20253901830","POINT (-74.75948 40.21794)"
"New York","2025","39","Cyclosporiasis",,"-","61",,"265",,"231",,"New York",,"20253901831","POINT (-73.75522 42.65155)"
"New York City","2025","39","Cyclosporiasis",,"-","34",,"259",,"313",,"New York City",,"20253901832","POINT (-73.75522 42.65155)"
"Pennsylvania","2025","39","Cyclosporiasis",,"N",,"NC",,"N",,"N","Pennsylvania",,"20253901833","POINT (-76.88224 40.25986)"
"East North Central","2025","39","Cyclosporiasis",,"-","59",,"399",,"472",,,"East North Central","20253901834",
"Illinois","2025","39","Cyclosporiasis",,"-","33",,"203",,"270",,"Illinois",,"20253901835","POINT (-89.64361 39.8013)"
"Indiana","2025","39","Cyclosporiasis",,"-","8",,"23",,"26",,"Indiana",,"20253901836","POINT (-86.15013 39.76691)"
"Michigan","2025","39","Cyclosporiasis",,"-","5",,"36",,"39",,"Michigan",,"20253901837","POINT (-84.55226 42.73194)"
"Ohio","2025","39","Cyclosporiasis",,"-","13",,"72",,"73",,"Ohio",,"20253901838","POINT (-83.00276 39.96199)"
"Wisconsin","2025","39","Cyclosporiasis",,"-","11",,"65",,"64",,"Wisconsin",,"20253901839","POINT (-89.38645 43.07313)"
"West North Central","2025","39","Cyclosporiasis","1",,"23",,"147",,"284",,,"West North Central","20253901840",
